video,onca,caseiro,fake news,ironia,notícia,Conservacionistas,comment_text
video0,neutro,neutro,não,não,neutra,,se essa onça tá desnutrida como ela conseguiu pegar esse senhor
video0,negativo,neutro,não,não,neutra,,Mano para que já não mataram a 9nça?
video0,negativo,neutro,não,não,neutra,,Tem que morrer um bicho desse
video0,neutro,neutro,não,não,boa,,"Parabéns pelo vídeo, simples e explicativo!"
video0,neutro,neutro,não,não,neutra,,"Se tem vídeo dela um dia antes do ataque, então tem na noite que ela atacou o seu Jorge né 🥹"
video0,neutro,negativo,não,não,neutra,,Meus sentimentos por esse senhor....mas ele deu mole grandão
video0,neutro,neutro,não,não,neutra,,"Misericórdia só sobrou os ossos, com os resto das roupas e os sapatos que ainda estavam nos pés. Que morte triste."
video0,neutro,neutro,não,sim,neutra,,😂😂😂 rindo de alguns comentários
video0,neutro,neutro,não,sim,ruim,,Que notícia educativa 😂
video0,neutro,negativo,não,não,neutra,,"Gente que perigo, eles já tinham visto as pegadas ,eles já tinham q ficar em alerta"
video0,neutro,neutro,não,não,neutra,,E o cuidado com a família do homem que morreu como estão os cuidados com eles?
video0,negativo,neutro,não,sim,neutra,,"Em breve vou morar sozinha no mato, lá tem outros tipos de onças menores, vou pesquisar meios de mantê-las longe da casa, Deus me livre de servir de petisco de onça pois sou magrela.☹️"
video0,neutro,neutro,não,não,neutra,,Não tem vídeo do ataque?
video0,negativo,neutro,não,não,neutra,,"Para q noé foi salvar esses bichinhos ai?, aqui na nossa região também tem algumas rondando por aqui matando animais, vieram junto com as plantações d calipto,e esse papo d q é ambiente delas ,na minha opinião isso não existe,pois Deus fez o mundo,e também nos criou ,a diferença é q nós somos as espécies q c aplimoraram, fizemos nossas melhorias para viver melhor e querendo ou não"
video0,neutro,neutro,não,não,neutra,,O homem usava boné não chapéu
video0,neutro,positivo,não,não,neutra,,Tadinho 😢deve ter sofrido muito !Deus conforte os familiares e amigos ..
video0,negativo,neutro,não,não,neutra,,O bicho já comeu gente gostou da carne 😮😮😮😮😮humana
video0,positivo,neutro,não,não,neutra,,Ñ é comum onça comer gente
video0,neutro,positivo,não,não,neutra,,Meus pêsames seu Jorge
video0,neutro,neutro,sim,não,neutra,,"Eles não capturou a onça, que matou,pura mentira desses cara, esses idiotas não tem nem ideia qual foi a onça porque nessa região há dezenas dessas."
video0,neutro,neutro,não,não,neutra,,Verdade
video0,negativo,neutro,sim,não,neutra,,Tem que tomar cuidado pq há onça e um predador Letal ela come mesmo. Já morei em Lugares na Bahia q comeu gente. Na época nem celular tinha. Mais desaparecia muitas pessoas principalmente jovens.
video0,neutro,neutro,não,não,neutra,,Dentro de mata não é lugar de casa nem moradia de ninguém
video0,positivo,neutro,não,não,neutra,,"Que DEUS me perdoe, não tem que matar o bicho não. Errado é o homem que está invadindo o espaço dos animais. Que diabos o homem vai procurar lá? Os homens tem que sair das florestas lá não é o lugar deles , basta de ganância, basta de matanças. Cada um no seu quadrado!"
video0,positivo,neutro,não,não,neutra,,Parabéns pela inguinorancia tira o animal do hitate dele para prender numa jaula
video0,neutro,neutro,não,não,neutra,,"Idiotas 😠é lamentável o comentarista ter que falar que onça é um animal selvagem 😠ser humano imbecil!! Deus fez o homem para cuidar dos animais porém tem um espaço entre animais doméstico e selvagem agora ficaram brincando com o perigo  começa de jerico!! Não tenho dó não, procurou achou👉 🐅"
video0,positivo,neutro,não,não,neutra,,Realmente as queimadas estao trazendo desequilíbrio a natureza. Nunca ouvi que uma onça comesse ser humano.
video0,neutro,neutro,não,não,neutra,,"Se tinha câmeras lá,, porque não mostrou o momento do ataque?"
video0,positivo,neutro,não,não,neutra,,Mata essas onça tudo sem misericórdia
video0,neutro,neutro,não,não,neutra,,Como eles tem certeza que foi essa que  matou o caseiro
video0,neutro,positivo,não,não,neutra,,"Meus sentimentos aos familiares da vítima 😢 ,e q Deus recolha sua alma"
video0,neutro,neutro,não,não,boa,,"O verdadeiro, vídeo!!! Parabéns"
video0,negativo,negativo,não,não,neutra,,Meu Deus quanta ignorância como morar num lugar deste se andar armado e mesmo assim o salto destes animais é fatal porque eles sabem os sinais vitais das presas..será que eles ñ vê os vídeos da Savana Africana?
video0,neutro,neutro,não,não,neutra,,A quem mora lá já sentiu né Deus mim.perdoa mais teve o dia deles animais se vingar dos humanos já desmatou tudo agora chegou a hora
video0,neutro,neutro,sim,não,neutra,,"Não é essa onça, essa está magra como eles mesmos falam, pra quem comeu quase um ser humano inteiro não era pra estar tão debilitada e com tanta fome.... A onça que pegou estava é descansando de barriga cheia esperando a fome bater de novo..."
video0,neutro,neutro,não,sim,neutra,,Quando vocês fizer esse tipo de orientação pra população precisam orientar os animais também. 😅😅😅😅😅 Cada um tem que fazer sua parte.
video0,negativo,neutro,não,não,neutra,,Na minha opinião a onça deveria ser sacrificada
video0,negativo,neutro,sim,não,neutra,,Oi o sobrinho dele falou que ela tava atrás de um pé de árvore só esperando ele na hora que ele foi ver os barcos ela já tava indo pra cima dele na arrancada correndo aí ele foi lá pra aquela rampa lá dele tentando ir pra uma cozinha parece aí ela aí ele parou aí a onça pulou
video0,negativo,neutro,não,não,neutra,,"Na Canadá, mata ou animal savagem que tinha gosto de sangue.. e acabou."
video0,neutro,neutro,não,não,neutra,,"Quem garante que é  justamente essa onça, hein? 😮"
video0,negativo,neutro,não,não,neutra,,"Eles tian que executar essa onça, se fosse no estados unidos essa onça já estava morta"
video0,neutro,neutro,não,não,boa,,"Vídeo top, mais um inscrito"
video0,neutro,neutro,sim,não,neutra,,E olha que foi uma parda
video0,negativo,neutro,não,não,neutra,,O meu tio foi comido pera uma onça 😭😭e eu nem tinha nasido
video0,negativo,neutro,não,não,neutra,,Onça comeu o português tbm
video0,positivo,neutro,não,não,neutra,,"Kkkkkk o ser humano tá no lugar errado e o culpado é a dona do ambiente ? Pra q caçar a onça? Ela tá no ambiente dela, o ser humano q tá no lugar errado, deixem ela"
video0,neutro,neutro,não,não,boa,,Ótimo vídeo!👏🏾
video0,negativo,neutro,não,não,neutra,,Tem matar essa onça isos sim <br>Onça nao confio nem a pal
video0,negativo,neutro,não,não,neutra,,"Rapaz q doideira, provavelmente ela pegou ele num momento q ele estava distraído."
video0,neutro,neutro,não,não,neutra,,Cadê as outras 2 ?  eram 3 e só pegaram 1 !
video0,neutro,positivo,não,não,neutra,,Tadinho 😢
video0,neutro,neutro,não,sim,neutra,,quimadas pobreza geral......nem a onça acha picanha mais!
video0,neutro,neutro,não,não,neutra,,O Felino nitidamente está com baixo peso. Está magro. Um macho com Só 94kl
video0,positivo,positivo,não,não,neutra,,"Com tanto desmatamento e invasão dos territórios deles, acabam sem ter o que caçar pobrezinhos. Pobre homem que tragédia."
video0,neutro,negativo,não,não,neutra,,"Lamentável ocorido 😢, mas pela reportagem a onça estava rondando o local a um mês. O certo era ter comunicado a policia ambiental para tomar devidas providências."
video0,neutro,neutro,não,não,neutra,,O PANTANAL NÃO É LUGAR DE SERES HUMANOS VIVER.
video0,negativo,neutro,não,não,neutra,,A vide do ser humano vale mais q a dos bichos era pra ter era matado não cuidado  dele
video0,negativo,neutro,não,não,neutra,,Deveriam abater a onça também
video0,neutro,neutro,não,não,neutra,,A culpa foi só desse senhor que não teve juízo e cuidado 😢 lamentável 😢
video0,neutro,negativo,não,não,neutra,,"Só espero que a onça &quot;resgatada&quot; seja pesquisada e solta novamente no habitat dela! O ser humano sabe bem o porte desses animais e o risco de estarem perto deles, a onça atacou por estar com fome, tanto que se alimentou da caça e ela estava no habitat dela! Então espero que os humanos que pegaram essa onça não façam maldade com ela!! Infelizmente o caseiro perdeu a vida, mas estar presente justamente na região onde ele trabalhava tinha seus riscos! As onças já correm riscos de extinção, fazendeiros mercenários já causam danos demais e ao invés de deixarem as onças quietas, ainda caçam ela pra tirar do habitat natural dela!!!!! Infelizmente o senhor foi atacado, o dono do lugar que se vire pra pagar pra familia do caseiro todos os direitos dele, mas tirar a onça dali pra soltar em outro lugar?!!!! Os seres humanos deveriam ser extintos!"
video0,positivo,neutro,não,sim,neutra,,Sacanagem é a polícia ambiental e o Ibama prender a onça em cativeiro 😂  o animal não tem direito de ser livre... O culpado é o próprio ser humano que toma de conta da área dos animais e desmata tudo
video0,neutro,neutro,não,não,neutra,,Antônio de Freitas Loureiro
video0,neutro,neutro,não,não,neutra,,Funciona assim ó o cara que mora na zona rural ali ele está sujeito a roubo a todo momento devido os implementos agrícolas serem caros venenos coisas e tal para agricultura serem caros ele não pode ter uma arma agora um cara que mora na zona rural ele não se defende só de roubo e sim sedefende também de animais silvestres agora um morador da zona rural não pode portar uma arma enquanto nas comunidades apoiados pelo nosso sistema tem até armamento de guerra
video0,neutro,neutro,não,não,neutra,,Essa onça não tem características que comeu alguém está magra tadinha deve ser outra
video0,neutro,neutro,sim,não,neutra,,História muito mal contada... esse cara foi morto por outra pessoa e estão colocando a culpa no bicho... deixaram os restos mortais pra atrair a onça e dar ibope pra mídia !!!
video0,neutro,negativo,não,não,neutra,,sinto partir o 💔ele infelizmente entregou sua confianca acreditando que nada acontecetia 😢que Eterno Deus de o descanso pra alma do seu Jorge 😢😢😢😢
video0,negativo,neutro,não,não,neutra,,Vocês vão me desculpar mas eu não vejo utilidade nenhuma para preservar a onça para guardar a onça
video0,negativo,neutro,não,não,neutra,,O que eu acho interessante é que tem pessoas que fica defendendo onça que fica ai meu Deus as bichinhas tá bom dessas pessoas que fica defendendo a onça botar dentro de casa para criar ela dentro de casa sabe por quê eu não vejo utilidade nenhuma de onça eu não vejo utilidade nenhuma para preservar onça eu não vejo pelo contrário eu vejo comendo os animais aí você é bonito prejudicando o ser humano aí eu quero que o pessoal diga para quê preservarmos que eu não vejo utilidade preservar onça
video0,neutro,neutro,não,sim,neutra,,Se der tempo avisar.
video0,neutro,neutro,não,não,neutra,,❤❤❤❤
video0,positivo,neutro,não,não,neutra,,"A culpa não é do animal, mas do homem que invade o habitat dela !!!!"
video0,neutro,negativo,não,sim,neutra,,"Engraçado que os  humanos mora no meio da mata e os animais moram na cidade , não entendo , como pode construir uma casa assim , mas doido ainda que mora num lugar deste ."
video0,negativo,neutro,sim,não,neutra,,Vão fazer o quê agora com a onça?? A onça já está procurando outra vítima.
video0,neutro,neutro,não,não,neutra,,Que triste acontecimento
video0,neutro,neutro,não,sim,neutra,,Pq no congresso ela não vai 😡😡
video0,neutro,neutro,não,não,ruim,,Bando de mentiroso
video0,neutro,neutro,não,não,neutra,,"<a href=""https://www.youtube.com/watch?v=CUf1T3dPFj4&amp;t=460"">7:40</a> onca pintada"
video0,positivo,neutro,não,sim,neutra,,Parabéns pra onça
video0,positivo,negativo,não,não,neutra,,"Ele estava na casa da onça ou seja a onça não está errada, agiu por instinto."
video0,neutro,positivo,não,não,neutra,,Meu Deus muito triste que tragédia  que Deus conforte os corações dos  familiares e amigos
video0,neutro,neutro,não,não,neutra,,A natureza não é bela. A natureza é cruel e implacável. Respeite a natureza
video0,neutro,neutro,não,sim,neutra,,Quero saber que dia essa onca chega lá no congresso
video0,neutro,neutro,não,não,boa,,Ótima reportagem! Parabéns!
video0,neutro,neutro,não,não,neutra,,😢😢😢😢😢😢😢
video0,neutro,neutro,não,não,neutra,,"Pode pegar uma onça doente contra um homem forte e com habilidades de luta, que ainda assim, a onça doente mata facilmente o homem. Quem dirá uma onça saudável de quase 100kg !! Não da nem pra ela brincar ...."
video0,neutro,neutro,não,sim,neutra,,Pior q a q tem muitas 😂😂
video0,negativo,neutro,não,não,neutra,,"Ela tira uma vida e continua viva,kk,a família é que sofre por causa de uma merda dessa"
video0,positivo,negativo,não,não,neutra,,"Humanos, deixem esse lugar para os animais! É o lar deles"
video0,neutro,neutro,não,não,neutra,,Larga de ser ingenua!
video0,neutro,neutro,não,não,neutra,,Sua opinião mudaria se fosse um parente seu.
video0,neutro,neutro,não,não,neutra,,mui angustiante esse fim do caseiro
video0,positivo,neutro,não,não,neutra,,Agora o animal tem culpa de estar no seu habitat natural e apenas seguindo sua cadeia alimentar.
video0,neutro,neutro,não,não,neutra,,Que tristeza.
video0,neutro,neutro,não,não,neutra,,BOM NA MINHA VERSSAO ELE JA TERIA VISTO MEU AVO NA EPOCA ERA FASENDEIRO OS TODOS ONCA ERA VISTA UMA VES NAGLEBA PAIXAO EM MATO GROSSO DO SUL CASA FEITA DE TAIPA TANBEM ERA UMA VES OK RUDIANDO A CASA QUEIXADAS OK NO OUTRO DIA ELES OK TURQUIA  FORTE E MATAVA TODOS TINHA PLANTIO GADOS BEZERROS OKMEU EOS AGREGADOS NAO DAVA MOLESA PRA ONCA SER HUMANO NEMHUM SUPORTA. ONCAOK DEU MOLE COM NAO PODE AMANCOU ELE ESSE BICHOS PREDADORES ELES DE MANCINHO IGUAL PECADO OK E VIGILANCIA ELES NAO BRINCA OKBOA EU SE FOSSE PRA TER FASENDA RUDIAVA DE SERCA ELETRICA OK NINGUEM NUMA FASENDA ABERTA A DEUS DARA OK A MINHA AI DO TIKTOK REDE VISINHA RUDIOU O SITIO DE SERCA ELETRICA AINDA TEM APARELHO QUE DENTIFICA SE PEGOU OU ESTA MAIS PRA COMER SER HUMANO QUE ISSO TADOIDO DORMIU COM OLHO DA ONCA OK
video0,neutro,negativo,não,não,neutra,,Ontem a noite sofri  insonia pensando na mote triste sesse caseiro. Infelizmente ele nao se precaveu do perigo... nao precisava ter esse fim mas ele brincou com essa hipótese.
video0,positivo,neutro,não,não,neutra,,Não  e a onça  que está  no lugar errado são  as pessoas que estão  no lugar delas!!!
video0,neutro,neutro,não,sim,neutra,,SOLTEM ELE COM O BOLSONARO MENTIROSO🦌🦌🦌🦌🦌🦌🦌➡️➡️➡️➡️
video0,neutro,neutro,não,não,neutra,,"Cunhado inocente falando onça vai te comer, palavras tem poder"
video0,neutro,neutro,não,sim,neutra,,Coitado. Morreu com a Pintada…
video0,neutro,neutro,não,sim,neutra,,"Essa equipe não pega nem uma sardinha, pegaram a onça."
video0,neutro,neutro,não,sim,neutra,,"Força tarefa na  busca pela onça , e???? irá para julgamento??? Como no comentário do @wandão.067 já estava duvidando que a onça capturada seria a mesma. Como provar isso."
video0,neutro,neutro,não,não,neutra,,Pelo o que vejo tem mais valor a onça  do que o seu jorge
video0,negativo,neutro,não,não,neutra,,"Inacreditável kkkkkk como seres humanos são burros, falam que invadimos território dos bicho mais os cara não percebe que para morar no barraco que moram vários animais perderam seu lares, são hipocritas e burros…eu quero é que se foda, se o bicho fornece risco a seres humanos tem que matar mesmo, capaz que vou ficar de papinho de poupar um animal que pode ceifar a vida de um pai, esposo ou filho"
video0,neutro,negativo,não,não,neutra,,"Quando ele notou as pegadas já pela primeira vez tão perto da casa, deveria já ter acionado o guarda florestal ou o órgão que cuida disso,  para fazer a captura dela. Com certeza ele foi imprudente achando que nada aconteceria. E pelo jeito estava faminta há dias"
video0,positivo,positivo,não,não,neutra,,"Bichona linda, mas infelizmente uma vida se foi."
video0,positivo,positivo,não,não,neutra,,"Bichona linda, mas infelizmente uma vida se foi."
video0,neutro,neutro,não,não,boa,,"Ótimo vídeo!<br>(Só lembrando que se fizéssemos uma régua entre picada de mosquito q mata e onça, o da onça perde né) Dengue mata pra cacete!"
video0,positivo,neutro,não,não,neutra,,"Tudo é culpa nossa mesmo. Estamos invadindo os territórios dos animais pra obter cada vez mais lucros na exploração das terras, diminuindo os recursos de sobrevivência deles."
video0,neutro,neutro,não,não,neutra,,Triste 😢
video0,neutro,neutro,não,não,neutra,,Quer dizer que agora todos nós que vive da roça mora na roça vai ter que mudar pra Cida por causa de onça é brincadeira viu
video0,neutro,positivo,não,não,neutra,,Meus sentimentos aos familiares ! Agora precisam preservar a vids dos que moram na regiao pois os trabalhadores nao podem viver  com essa vulnerabilidade . Sei aue muitos irao criticar minha opnião mais se a trabalho nessa regiao tem que haver protecao e mais respeito aos trabalhadores . Porque com certeza os fazendeiros teriam enchido ela de bala .  Mais uma vez lamento a perda aos familiares .
video0,neutro,neutro,não,não,neutra,,Mais se ela comeu o homem como ela está tão magra
video0,neutro,neutro,não,não,neutra,,"Morrer em si é triste,mas morrer assim é horrível 😢😢😢😢"
video0,neutro,neutro,não,não,neutra,,Alguém tem o vídeo sem censura ?
video0,neutro,neutro,não,não,neutra,,"Jesus e Deus ti ama muito e sempre estarão com você jesus Cristo pode voltar a qualquer hora se arrependam dos seus pecados enquanto há um tempo nunca desista da sua vida seja grato a Deus por tudo que vocês tem leiam os salmos 23,3,4,91 da bíblia podem ajudar"
video0,neutro,neutro,não,não,neutra,,"Essa onça que atacou o velhinho, e as outras já devem ter sido mortas... As autoridades adoram matar onças, quem não lembra da onça Juma na época das olimpíadas... Já nos os seres humanos adoramos a vingança, ... Então é bem certo que o negócio ficou ruim para as onças nesses últimos Dias"
video0,neutro,neutro,não,sim,neutra,,Quem mata é o onço mas quem leva a fama de ruim é a onça.
video0,neutro,neutro,não,não,neutra,,🇧🇷
video0,neutro,negativo,não,não,neutra,,Ficar sabendo de rastro se afasta logo tenha cuidado isso não é bicho de brincar não
video0,neutro,negativo,não,não,neutra,,Culpa do homêm ele caça a comida das onças e elas vêm atrás de comida
video0,negativo,neutro,não,não,neutra,,Perder a vida por uma onça na sua morada  ?
video0,neutro,neutro,não,sim,neutra,,Uma dessa dessa dentro da alas de todos os presídios do Brasil seria excelente
video0,negativo,neutro,não,não,neutra,,"Isso é que dá dar comida, resto de peixe para um animal desses. Era para ter abatido todas que estavam pastorando a casa. Ninguém sabe se é essa que comeu o cara. Independente devia ser abatida, pois se soltar na natureza, vai comer gente novamente. Pior , pescadores e turistas dão peixe para onças para filmar e fotografar."
video0,negativo,positivo,não,não,neutra,,"A onça mata brutalmente um ser humano e ela agora vai ganhar carne fresca todos os dias e os tratamentos especializados de otima qualidade, aqui é bala em qualquer predador, agora se ponha no lugar do seu Jorge e pense na dor que é perder a vida assim sendo rasgado ate o coração parar, predadores ja devia estar extinto faz tempo."
video0,neutro,neutro,não,não,neutra,,"ele e um conhecido meu, eu sou do MS"
video0,neutro,neutro,não,não,neutra,,Meu pai tava aí ele chega hoje
video0,neutro,positivo,não,não,neutra,,K isso tem gente que não concirncia que parabens o.que por uma ouça que matou o tizinho parabens porque não foi um de sua familia .se fosse de sua familia que a ouça tinha matado queria ver se voce ia dar parabens.
video0,neutro,neutro,não,não,boa,,"Reportagem excelente, prende do começo ao fim"
video0,neutro,negativo,não,não,neutra,,A confiança te mata isso que meu instrutor me falou
video0,neutro,neutro,não,não,neutra,,Doideira
video0,neutro,neutro,não,não,neutra,,Poxa veyr 😭💔
video0,neutro,neutro,não,não,neutra,,"Deus me livre😮😮, onça é bonita   mais brm longe"
video0,negativo,neutro,sim,não,neutra,,Ataques de onça aqui é normal
video0,negativo,neutro,não,não,neutra,,Esses a animais tem que ser extintos do planeta Terra.
video0,neutro,neutro,não,não,neutra,,"Sim, seres humanos deviam sumir desse mundo"
video0,neutro,neutro,não,não,boa,,"Parabéns pelo vídeo, está bem explicado!!!"
video0,neutro,neutro,não,não,neutra,,O cunhado avisa lo do perigo .numa simples brincadeira . E acontecer dois dias depois .enao ter cameras q gravam o ataque . Vao investiga .ela so arrasto o corpo p mato porque ja foi morto por humanos
video0,neutro,negativo,não,não,neutra,,Cara num mata desse sem nenhuma arma
video0,positivo,positivo,não,não,neutra,,"A culpa não é da onça 🐆.<br>O felino simplesmente caça ! Ele Deus sinais de que estava na área .<br>Infelizmente por descuido , o senhor acabou levando a pior . <br>Lamentável pros dois!"
video0,neutro,neutro,não,não,neutra,,Como sabem que pegaram a onça certa?
video0,neutro,negativo,não,não,neutra,,E que ele não sabia usar flecha.mas cadê a arma pra fica em lugar perigoso.
video0,neutro,neutro,não,não,neutra,,😮😮😢😢❤❤😭😭😉😭😭😭😭
video0,negativo,neutro,não,não,ruim,,Em precisamente um animal desse pode mata gente e faz reportagens como se fosse  normal  tem que pega esse animal e  abate essas feras
video0,neutro,neutro,não,não,neutra,,Esse cara sentiu muita dor 😢
video0,negativo,neutro,não,não,neutra,,"Vamos preservar a onça e extinguir o homem pantaneiro?<br>Desequilíbrio na fauna? É o homem quem equilibra.<br>Dinossauros fazem falta?<br>Infelizmente esses caras que protegem animais perigosos, nocivos ao ser humano, não tiveram em pleno 2025 um familiar saciando a fome da besta fera."
video0,negativo,neutro,não,não,neutra,,Vc tem que tirar mas resto da onça que ficaram lá meu Deus
video0,neutro,negativo,não,não,neutra,,Imagina rasto da onça no quintal e alguém filmando  e parece sem  animais doméstico
video0,negativo,neutro,não,não,neutra,,pqp!!! animal vivo????? pq não mataram essa besta selvagem que tirou uma vida humana!!! absurdo! so nesse país mesmo!
video0,negativo,neutro,não,não,neutra,,"Não vão nessa historinhas desses canais de protetores do meio ambiente ou coisa parecida, se encontrar uma onça na sua frente MATE se poder, caso  ela vier pra cima de você, ela não vai ter mesma piedade. <br>Não vá desarmado pra área onde tem onça."
video0,neutro,neutro,não,não,neutra,,"Que nada, fazer com tua família"
video0,negativo,neutro,não,não,neutra,,Pois é brincou com a morte coitado!Tem que mata porque se não ela vai comer mais humanos!😢
video0,neutro,neutro,não,sim,neutra,,"Se pegar pena vai sair em cerca de dois anos por bom comportamento, com um bom advogado até menos tempo se alegar distúrbio cognitivo."
video0,neutro,neutro,não,não,neutra,,Uma região dessa não pode largar o 38 nem pra ir no banheiro.
video0,negativo,neutro,não,sim,neutra,,Se vai alguém e mata esse demônio de animal  aí ainda vai preso. Brasil é piada internacional 😂😂😂
video0,positivo,neutro,não,não,neutra,,Tem que soltar a onça no lugar dela nós que estamos invadindo o lugar dela
video0,neutro,neutro,não,sim,neutra,,Leva pra dentro do STF 🥩 ...
video0,neutro,neutro,não,sim,neutra,,"Melhor, levar ela para pra cadeia e comer Bolsonaro, uma besta fera comendo a outra, isso sim é fator de equilíbrio."
video0,negativo,neutro,não,não,neutra,,Onça eu amanso na bala
video0,negativo,neutro,sim,não,neutra,,"Gastando dinheiro publico ou do povo, para capturar onça criminosa, e às pessoas morrendo nos hospitais por falta de remédios cirurgias etc,"
video0,negativo,positivo,não,não,neutra,,"Eu sei que muitos vao me criticar  aqui , porque e o animal e selvagem ...  Deus me livre , se fosse com uma  pessoa minha familia que acontecer isso , eu  procurava essa onça até no inferno e matava ele na bala , eu nao me importava  nao , meus sentimentos e muita força  para familia desse senhor"
video0,neutro,neutro,não,não,neutra,,Palavras tem poder
video0,neutro,neutro,não,sim,neutra,,"Se encontrar uma onça chame o Ibama, só que não dará tempo nos desculpa 😂"
video0,negativo,neutro,sim,não,neutra,,Eu tenho apenas 13 anos e tomei um turado de onça na cara
video0,neutro,neutro,não,não,neutra,,Então se e macho não e onça e sim tigre
video0,negativo,neutro,não,não,neutra,,cabá o ibama nao quer q mate onça nem cobra. é fogo nelas.
video0,positivo,neutro,não,não,neutra,,"É só desmatar mais e colocar fogo nos biomas. Se ela esta magra é pq não ta encontrando alimento, ficam romantizando as consequências do desmatamento,    isso não surpreende é extinto. Preserve a natureza e ela não vai incomodar ninguém."
video0,neutro,neutro,não,não,neutra,,"Um lugar desse o cabra tem que andar armado,esse bixo pega até jacaré dentro da agua pra encarar um bixo desse só no tiro,fico triste pelo jorge😢,podem até me criticar mais se eu morar em uma região como essa junto com minha família meus filhos e se uma ameaçar atacar a mim e minha família é fogo,agora tem uma coisa tbm não ia atirar no bixo se ele não mostrar sinais de ameaça"
video0,neutro,neutro,não,não,neutra,,A onça q foi pega tá magra de mais para ter devorado o seu Jorge inteiro ou seja mais de uma onça se alimentou dele e tem q ir atrás das demais onças
video0,neutro,neutro,não,não,neutra,,O que essas pessoas querem é um incentivo para se matar.esses animais.....
video0,neutro,neutro,sim,não,neutra,,Quem matou esse cara? Por que não foi a onça.....
video0,neutro,neutro,não,não,neutra,,👍👍👍👍👍👍👍👍
video0,neutro,neutro,não,sim,neutra,,Manda ela de presente pro Presidente do Brasil..Ele adora gatos
video0,neutro,positivo,não,não,neutra,,Lamentável!
video0,positivo,positivo,não,não,neutra,,"Lamentável, mas vamos falar, estão acabando com o habitat dessas onças,,,desmatam fazem casas e eles?"
video0,negativo,neutro,não,não,neutra,,"Só esse país de merda mesmo... O homem não pode matar o animal selvagem mas, esse tipo de animal pode destruir a vida humana."
video0,positivo,positivo,não,não,neutra,,"Desequilíbrio ambiental,esses animais saem em busca de presas.<br>Sentimentos a família do caseiro e que isso sirva de alerta,devemos buscar preservar e respeitar esses animais."
video0,neutro,neutro,não,não,neutra,,Ela comeu o homem
video0,neutro,neutro,não,não,neutra,,Não moro sitio
video0,neutro,positivo,não,não,neutra,,Tadinho do homem
video0,neutro,neutro,não,não,neutra,,Que loucura mora sitio
video0,neutro,neutro,não,não,neutra,,"o amigo dele falando: &quot;a onça vai comer o Jorge&quot; e realmente aconteceu, às vezes é melhor não brincar com certas coisas.."
video0,neutro,neutro,não,não,neutra,,Eu vi o video dele bizarro 😢
video0,neutro,neutro,não,sim,neutra,,Se encontrar esse animal com certeza não vai dar tempo de chamar os bombeiros.
video0,neutro,neutro,não,sim,neutra,neutra,Solta ela no STF
video0,neutro,negativo,não,sim,neutra,neutra,Os cara não faz questão de assustar a bicha aí fica difícil.. umas bomba de cal dava um cagaco nela que não aparecia mais 🤣
video0,neutro,neutro,não,sim,neutra,neutra,"em caso de encontro com esses animais procure os bombeiros ou policia kkkkkkkkkkkkkkkk, vai falar pra onça, pera ai um pouquinho que ja volto."
video0,neutro,neutro,não,não,neutra,neutra,"Não estou acreditando que foi essa onça velha que pulou aquela grande e carregou ele, acho que foi uma onça muito maior e mais nova."
video0,negativo,neutro,não,não,neutra,ruim,Omça boa e onça morta.. daí vem os biólogos fala não onça não ataca seres humanos.. humanos não faz parte da cadeia alimentar dela.. Meu ovo...
video0,positivo,neutro,não,não,neutra,neutra,É linda demais🐆 mas muito perigosa! É um animal e matou pra alimentar... agora humano que mata humano por pura falta de amor é mais estranho
video0,neutro,neutro,não,não,neutra,neutra,Muito triste
video0,positivo,neutro,não,não,neutra,neutra,Que Deus abençoe esse bichinho.
video0,neutro,neutro,não,não,neutra,neutra,"Pior que a raça humana é a raça humana que fala com BOT.<br>eusougruti5547. <br>Se termina com números é BOT e você é trouxa. <br>Affff... O poeta foi bonzinho quando disse:<br>Humano, ridículo, limitado, que só usa dez por cento de sua cabeça, animaaaaaal.<br>Hoje sabemos que a maioria nem usa a cabeça, no caso, o cérebro. São devotos seguidores regidos pelo zapi, feici, xix, tigrinho, etc. Cérebro hoje em dia, é RDSs."
video0,neutro,neutro,não,não,neutra,neutra,Eu moro onde tem muito felino
video0,neutro,positivo,não,não,neutra,neutra,Eu me coloco como os familiares da vítima é muito difícil mais tem que ser abatido porque ele não consegui mais caça está velho dimas Deus conforte os corações da família 😢
video0,neutro,neutro,não,não,neutra,neutra,Minha Mae Vive falando dessa Historia mds agora sei 🤧
video0,neutro,positivo,não,não,neutra,neutra,"Esse caso é muito triste. Infelizmente o ser humano não respeita a natureza. O ser humano invade tudo, sem deixar espaço para os animais. Não é natural um animal se alimentar de um ser humano. <br>Eu lamento o ocorrido. Meus sentimentos aos familiares, parentes e amigos. Que o Senhor na Sua infinita misericórdia e bondade dê a ele o descanso eterno e que a luz perpétua o ilumine! 😢"
video0,neutro,neutro,não,sim,neutra,neutra,"Solta ela em brasilia, mais especificamente no planalto"
video0,neutro,neutro,não,sim,neutra,neutra,"Até hoje não entendo para que serve &quot;preservar&quot; onça, sucuri, jacaré,piranha,javali,e outros animais totalmente nocivos e perigosos ao homem que é imagem e semelhança de Deus. Gostaria de entender essa mentalidade. Um dia esses preservacionistas ainda vão dar jeito de reviver dinossauros. Outros que não entendo quererem preservar são os tubarões e as orcas, ariranhas,e outros muito agressivos.😢😢😢😢"
video0,neutro,neutro,não,não,boa,neutra,Bom vídeo
